unix_timestamp,client_ip,gps_data
1758527385,192.168.0.118,b'1758527385,0.0,0.0,-0.18'
1758527387,192.168.0.118,b'1758527387,0.0,0.0,-0.18'
1758527389,192.168.0.118,b'1758527389,0.0,0.0,-0.18'
1758527391,192.168.0.118,b'1758527391,0.0,0.0,-0.18'
1758527393,192.168.0.118,b'1758527393,0.0,0.0,-0.18'
1758527395,192.168.0.118,b'1758527395,0.0,0.0,-0.18'
1758527397,192.168.0.118,b'1758527397,0.0,0.0,-0.18'
1758527399,192.168.0.118,b'1758527399,0.0,0.0,-0.18'
1758527401,192.168.0.118,b'1758527401,0.0,0.0,-0.18'
1758527403,192.168.0.118,b'1758527403,0.0,0.0,-0.18'
1758527405,192.168.0.118,b'1758527405,0.0,0.0,-0.18'
1758527407,192.168.0.118,b'1758527407,0.0,0.0,-0.18'
1758527409,192.168.0.118,b'1758527409,0.0,0.0,-0.18'
1758527411,192.168.0.118,b'1758527411,0.0,0.0,-0.18'
1758527413,192.168.0.118,b'1758527413,0.0,0.0,-0.18'
1758527415,192.168.0.118,b'1758527415,0.0,0.0,-0.18'
1758527417,192.168.0.118,b'1758527417,0.0,0.0,-0.18'
1758527419,192.168.0.118,b'1758527419,0.0,0.0,-0.18'
1758527421,192.168.0.118,b'1758527421,0.0,0.0,-0.18'
1758527423,192.168.0.118,b'1758527423,0.0,0.0,-0.18'
1758527425,192.168.0.118,b'1758527425,0.0,0.0,-0.18'
1758527427,192.168.0.118,b'1758527427,0.0,0.0,-0.18'
1758527429,192.168.0.118,b'1758527429,0.0,0.0,-0.18'
1758527431,192.168.0.118,b'1758527431,0.0,0.0,-0.18'
1758527433,192.168.0.118,b'1758527433,0.0,0.0,-0.18'
1758527435,192.168.0.118,b'1758527435,0.0,0.0,-0.18'
1758527437,192.168.0.118,b'1758527437,0.0,0.0,-0.18'
1758527439,192.168.0.118,b'1758527439,0.0,0.0,-0.18'
1758527441,192.168.0.118,b'1758527441,0.0,0.0,-0.18'
1758527443,192.168.0.118,b'1758527443,0.0,0.0,-0.18'
1758527445,192.168.0.118,b'1758527445,0.0,0.0,-0.18'
1758527447,192.168.0.118,b'1758527447,0.0,0.0,-0.18'
1758527449,192.168.0.118,b'1758527449,0.0,0.0,-0.18'
1758527451,192.168.0.118,b'1758527451,0.0,0.0,-0.18'
1758527453,192.168.0.118,b'1758527453,0.0,0.0,-0.18'
1758527455,192.168.0.118,b'1758527455,0.0,0.0,-0.18'
1758527457,192.168.0.118,b'1758527457,0.0,0.0,-0.18'
1758527459,192.168.0.118,b'1758527459,0.0,0.0,-0.18'
1758527461,192.168.0.118,b'1758527461,0.0,0.0,-0.18'
1758527463,192.168.0.118,b'1758527463,0.0,0.0,-0.18'
1758527465,192.168.0.118,b'1758527465,0.0,0.0,-0.18'
1758527467,192.168.0.118,b'1758527467,0.0,0.0,-0.18'
1758527469,192.168.0.118,b'1758527469,0.0,0.0,-0.18'
1758527471,192.168.0.118,b'1758527471,0.0,0.0,-0.18'
1758527473,192.168.0.118,b'1758527473,0.0,0.0,-0.18'
1758527475,192.168.0.118,b'1758527475,0.0,0.0,-0.18'
1758527477,192.168.0.118,b'1758527477,0.0,0.0,-0.18'
1758527479,192.168.0.118,b'1758527479,0.0,0.0,-0.18'
1758527481,192.168.0.118,b'1758527481,0.0,0.0,-0.18'
1758527483,192.168.0.118,b'1758527483,0.0,0.0,-0.18'
1758527485,192.168.0.118,b'1758527485,0.0,0.0,-0.18'
1758527487,192.168.0.118,b'1758527487,0.0,0.0,-0.18'
1758527489,192.168.0.118,b'1758527489,0.0,0.0,-0.18'
1758527491,192.168.0.118,b'1758527491,0.0,0.0,-0.18'
1758527493,192.168.0.118,b'1758527493,0.0,0.0,-0.18'
1758527495,192.168.0.118,b'1758527495,0.0,0.0,-0.18'
1758527497,192.168.0.118,b'1758527497,0.0,0.0,-0.18'
1758527499,192.168.0.118,b'1758527499,0.0,0.0,-0.18'
1758527501,192.168.0.118,b'1758527501,0.0,0.0,-0.18'
1758527503,192.168.0.118,b'1758527503,0.0,0.0,-0.18'
1758527505,192.168.0.118,b'1758527505,0.0,0.0,-0.18'
1758527507,192.168.0.118,b'1758527507,0.0,0.0,-0.18'
1758527509,192.168.0.118,b'1758527509,0.0,0.0,-0.18'
1758527511,192.168.0.118,b'1758527511,0.0,0.0,-0.18'
1758527513,192.168.0.118,b'1758527513,0.0,0.0,-0.18'
1758538723,192.168.43.100,b'1758538723,0.0,0.0,0.07'
